Student_ID,Gender,Age,Attendance,Study_Hours,Internet,Parent_Education,Family_Income,Sleep_Hours,Assignments,Previous_Grade,Final_Exam,Performance_Level
STU013495,Female,19,68.4,5.7,No,Bachelor Degree,49474.0,7.5,78.0,68.1,75.9,Good
STU002260,Male,21,71.0,5.4,Yes,Master Degree,23339.0,5.2,91.0,61.1,80.8,Good
STU022272,Male,18,85.6,4.3,No,High School,88808.0,6.1,65.0,61.0,53.1,Average
STU008011,Female,18,81.3,3.3,Yes,Primary,82196.0,7.3,73.0,61.5,61.2,Average
STU010821,Female,21,77.22603224834236,5.6,Yes,Primary,48738.0,6.807314349525405,97.0,100.0,87.4,Excellent
STU015545,Female,21,62.2,5.038143027580883,Yes,Diploma,25688.0,6.9,78.90809031710079,40.2,55.2,Average
STU010914,Female,20,77.22603224834236,4.0,Yes,Primary,32192.0,7.7,89.0,58.9,67.5,Average
STU007587,Male,20,97.1,6.2,No,Primary,45963.3443790757,5.4,85.0,68.7,68.9,Average
STU009090,Male,18,59.1,6.0,Yes,Diploma,45963.3443790757,5.9,96.0,64.96579496452914,56.9,Average
STU028965,Female,23,73.9,4.5,Yes,Diploma,64658.0,5.6,90.0,64.96579496452914,56.7,Average
STU028249,Female,16,83.9,5.9,Yes,Primary,47322.0,8.4,73.0,78.1,72.2,Good
STU001471,Female,19,71.0,3.4,No,No Formal Education,40413.0,5.9,50.0,64.96579496452914,66.4,Average
STU023521,Female,20,82.3,3.4,Yes,Master Degree,33968.0,7.8,97.0,61.4,75.0,Good
STU023456,Male,17,94.5,4.1,Yes,Primary,47556.0,4.8,86.0,85.6,71.2,Good
STU022126,Male,22,58.6,3.6,Yes,Bachelor Degree,61743.0,6.0,57.0,64.3,66.8,Average
STU022127,Male,20,63.1,3.6,Yes,Bachelor Degree,46306.0,9.0,61.0,73.4,60.3,Average
STU020104,Female,21,60.4,3.1,Yes,Primary,17190.0,9.1,66.0,54.7,55.7,Average
STU026248,Female,21,94.5,6.7,No,Master Degree,52016.0,8.7,97.0,50.9,56.0,Average
STU008367,Male,21,89.8,5.038143027580883,Yes,Bachelor Degree,40895.0,8.2,63.0,50.9,53.4,Average
STU022913,Male,20,86.1,1.2,Yes,Diploma,93509.0,7.1,74.0,86.4,72.6,Good
STU010708,Female,21,89.9,3.3,Yes,Primary,28693.0,6.4,75.0,55.7,66.5,Average
STU017583,Male,23,60.3,3.4,Yes,High School,47829.0,5.1,78.0,66.2,64.7,Average
STU011447,Female,19,68.3,4.5,Yes,Bachelor Degree,73789.0,7.8,85.0,62.3,74.8,Good
STU019074,Female,20,53.5,4.2,Yes,High School,39782.0,7.8,74.0,58.5,50.6,Average
STU020228,Female,20,88.3,0.5,No,Diploma,74191.0,8.0,78.0,59.7,63.0,Average
STU023969,Female,19,63.6,8.8,Yes,Primary,109429.0,6.807314349525405,73.0,59.7,64.8,Average
STU007995,Male,19,71.4,5.038143027580883,Yes,High School,86812.0,7.1,65.0,54.1,52.3,Average
STU008687,Female,21,93.7,7.9,Yes,Bachelor Degree,9400.0,6.6,99.0,74.5,74.2,Good
STU000261,Male,20,74.2,7.3,Yes,High School,57757.0,7.2,83.0,49.0,59.0,Average
STU029960,Female,20,78.0,6.1,No,Diploma,17904.0,4.9,95.0,58.8,66.9,Average
STU028235,Female,19,84.1,6.7,Yes,Ph.D,35326.0,6.5,100.0,87.3,79.4,Good
STU024065,Female,20,77.22603224834236,8.7,Yes,No Formal Education,54566.0,7.0,100.0,65.3,81.4,Good
STU015635,Female,21,84.7,6.7,Yes,Bachelor Degree,49980.0,6.807314349525405,81.0,80.6,73.0,Good
STU013474,Male,20,100.0,4.6,Yes,High School,158627.0,4.9,71.0,36.1,57.8,Average
STU002665,Female,20,78.4,5.038143027580883,Yes,Master Degree,38690.0,5.9,66.0,56.0,60.3,Average
STU027074,Female,20,83.6,5.4,Yes,Diploma,21494.0,6.3,99.0,90.6,80.8,Good
STU010507,Female,20,86.7,6.0,No,High School,24575.0,6.2,90.0,82.5,69.6,Average
STU027551,Male,21,94.4,6.0,Yes,High School,33925.0,6.6,92.0,91.1,82.9,Good
STU024507,Female,19,81.1,7.1,Yes,Diploma,29000.0,8.6,94.0,42.2,58.6,Average
STU029592,Male,19,100.0,2.4,Yes,High School,18428.0,5.5,78.90809031710079,67.0,55.8,Average
STU028279,Female,18,77.22603224834236,5.1,Yes,Bachelor Degree,17296.0,5.4,92.0,62.3,43.8,Poor
STU020351,Female,20,80.5,6.3,Yes,High School,49827.0,8.1,89.0,56.1,67.5,Average
STU018153,Male,19,77.22603224834236,3.7,Yes,High School,31861.0,5.8,79.0,53.6,66.4,Average
STU022930,Female,19,77.22603224834236,5.038143027580883,Yes,High School,18217.0,7.7,84.0,70.8,73.4,Good
STU016580,Male,17,39.5,4.6,Yes,High School,32893.0,6.807314349525405,72.0,37.5,92.3,Excellent
STU027455,Female,19,76.4,4.3,Yes,Bachelor Degree,17144.0,7.5,61.0,68.4,75.8,Good
STU008513,Female,18,90.9,4.2,Yes,High School,9848.0,6.3,86.0,71.2,89.4,Excellent
STU011348,Male,18,80.6,5.3,Yes,Ph.D,80659.0,6.807314349525405,78.90809031710079,100.0,77.3,Good
STU027953,Female,18,66.8,3.7,Yes,Bachelor Degree,43214.0,4.7,78.90809031710079,58.5,58.3,Average
STU003307,Male,20,37.9,5.5,Yes,Ph.D,84126.0,8.4,66.0,71.5,66.1,Average
STU029419,Male,20,59.9,7.0,Yes,Primary,40442.0,5.7,78.0,60.3,67.3,Average
STU004053,Female,19,93.4,5.4,Yes,Diploma,50204.0,6.1,88.0,49.7,68.0,Average
STU028427,Female,19,100.0,5.9,No,High School,22828.0,5.1,81.0,75.5,77.5,Good
STU025657,Male,20,77.22603224834236,4.9,Yes,High School,57579.0,7.8,96.0,37.1,50.1,Average
STU013669,Female,19,51.3,5.0,Yes,Bachelor Degree,52972.0,7.4,75.0,76.9,55.0,Average
STU008681,Male,18,37.6,5.5,Yes,High School,70256.0,6.5,78.90809031710079,66.7,54.3,Average
STU015273,Male,18,77.2,5.3,No,High School,36307.0,7.3,79.0,75.6,66.8,Average
STU009755,Female,18,100.0,5.6,Yes,High School,81009.0,6.9,93.0,56.5,70.3,Good
STU005566,Male,21,71.9,1.5,Yes,High School,40922.0,6.6,51.0,76.3,56.5,Average
STU023934,Female,16,65.3,5.0,Yes,No Formal Education,17909.0,6.807314349525405,75.0,69.8,62.6,Average
STU008294,Male,18,78.3,4.5,Yes,Primary,17903.0,7.7,87.0,61.3,67.0,Average
STU014321,Female,19,69.8,4.7,Yes,Diploma,45577.0,8.0,60.0,58.3,59.1,Average
STU028387,Male,19,70.0,4.7,Yes,High School,22341.0,6.5,73.0,93.0,83.5,Good
STU000882,Female,20,84.8,8.2,No,Primary,62226.0,8.5,94.0,54.4,73.6,Good
STU021138,Female,19,69.9,7.0,No,High School,34360.0,6.807314349525405,85.0,59.2,58.7,Average
STU014174,Female,18,77.22603224834236,7.9,No,Master Degree,42236.0,5.9,93.0,40.5,64.9,Average
STU005544,Female,20,86.8,4.3,Yes,Bachelor Degree,17911.0,6.9,77.0,79.5,71.4,Good
STU001729,Male,20,71.5,1.5,Yes,High School,47690.0,5.9,78.90809031710079,69.6,62.3,Average
STU007384,Male,21,65.8,3.3,No,Master Degree,35067.0,6.8,53.0,44.4,45.2,Poor
STU021731,Female,19,100.0,3.3,Yes,No Formal Education,38877.0,6.5,78.90809031710079,70.3,76.4,Good
STU005864,Female,20,66.9,7.1,Yes,No Formal Education,38147.0,6.3,78.90809031710079,69.3,74.4,Good
STU008166,Female,18,70.7,3.9,Yes,Bachelor Degree,9768.0,5.9,68.0,65.4,55.0,Average
STU008702,Female,19,80.9,7.4,Yes,Primary,47262.0,6.1,90.0,95.8,78.9,Good
STU021448,Female,23,67.2,5.038143027580883,Yes,Master Degree,27749.0,5.9,62.0,71.7,34.6,Poor
STU000992,Female,19,55.9,4.2,Yes,Bachelor Degree,54894.0,4.4,58.0,83.0,56.9,Average
STU021385,Male,21,85.6,4.1,Yes,High School,67887.0,5.8,63.0,47.0,48.6,Poor
STU009841,Female,19,76.9,4.4,No,Diploma,45963.3443790757,6.807314349525405,80.0,49.8,64.3,Average
STU014046,Male,20,72.9,3.2,No,Master Degree,107005.0,6.1,78.90809031710079,65.9,66.5,Average
STU019170,Female,17,77.22603224834236,5.4,No,No Formal Education,9846.0,6.9,66.0,77.0,70.1,Good
STU001006,Male,20,100.0,5.038143027580883,Yes,High School,47374.0,6.7,80.0,70.8,88.9,Excellent
STU025914,Female,18,74.9,6.4,No,No Formal Education,45963.3443790757,6.0,99.0,44.6,67.1,Average
STU006083,Female,18,92.3,5.0,Yes,High School,25190.0,5.4,56.0,57.4,55.1,Average
STU003153,Male,20,77.22603224834236,5.8,Yes,High School,25320.0,6.7,94.0,59.3,59.9,Average
STU029099,Female,21,66.1,4.5,Yes,No Formal Education,39928.0,7.5,95.0,61.1,74.6,Good
STU009954,Male,18,89.4,6.7,Yes,High School,105838.0,7.5,88.0,87.1,72.3,Good
STU026011,Female,20,78.5,4.2,Yes,Ph.D,28154.0,7.0,76.0,63.2,68.5,Average
STU010091,Female,20,77.22603224834236,7.1,Yes,Diploma,31334.0,7.3,82.0,77.8,70.4,Good
STU008184,Male,19,95.2,3.5,No,Primary,36551.0,6.9,75.0,67.6,56.1,Average
STU014972,Female,20,56.4,4.4,Yes,High School,35824.0,6.8,72.0,86.3,81.9,Good
STU020610,Female,18,63.6,3.4,Yes,High School,92599.0,7.3,71.0,74.4,58.8,Average
STU029335,Female,19,90.5,6.7,Yes,High School,52094.0,7.6,94.0,55.8,64.5,Average
STU026754,Male,18,71.7,4.6,Yes,Master Degree,45963.3443790757,6.2,92.0,44.9,63.8,Average
STU012855,Female,21,72.0,1.0,No,High School,30347.0,8.1,43.0,72.1,56.8,Average
STU028489,Female,19,60.0,5.038143027580883,Unknown,High School,50988.0,5.9,93.0,62.2,55.6,Average
STU017069,Male,19,92.9,7.9,Yes,High School,38190.0,8.5,67.0,92.0,83.4,Good
STU026350,Male,21,80.9,3.7,Yes,No Formal Education,38904.0,6.3,97.0,42.3,63.5,Average
STU002583,Male,18,84.2,5.1,Yes,High School,45963.3443790757,8.8,77.0,91.5,83.7,Good
STU020114,Male,21,85.1,6.2,Yes,Master Degree,22830.0,6.6,100.0,76.9,81.5,Good
STU019868,Male,19,77.22603224834236,6.6,Yes,High School,129702.0,6.1,83.0,57.2,68.1,Average
STU010191,Female,21,67.1,5.0,Yes,Bachelor Degree,38151.0,6.8,77.0,71.2,72.5,Good
STU010478,Male,18,71.0,7.2,No,Diploma,25741.0,8.3,100.0,78.5,63.4,Average
STU009424,Male,19,77.22603224834236,3.7,Yes,Bachelor Degree,52441.0,6.8,76.0,47.8,61.8,Average
STU002761,Female,20,100.0,3.9,Yes,Primary,58426.0,7.4,82.0,53.3,73.2,Good
STU021986,Male,21,72.5,6.1,Yes,No Formal Education,37909.0,5.6,80.0,42.6,59.4,Average
STU006601,Male,18,70.7,5.4,Yes,Primary,77657.0,6.8,80.0,68.3,74.8,Good
STU015465,Female,20,71.3,5.2,Yes,Primary,64812.0,6.4,78.90809031710079,61.8,62.6,Average
STU029214,Male,18,61.3,3.1,Yes,High School,34999.0,6.9,70.0,89.5,71.3,Good
STU004151,Male,20,68.0,6.6,Yes,Bachelor Degree,21783.0,8.2,76.0,79.5,84.7,Good
STU014299,Male,19,77.22603224834236,3.9,Yes,Bachelor Degree,47789.0,6.9,94.0,66.5,67.2,Average
STU028776,Male,19,99.2,8.5,Yes,Bachelor Degree,45963.3443790757,7.1,78.90809031710079,64.2,96.9,Excellent
STU026987,Male,19,100.0,5.038143027580883,Yes,High School,45963.3443790757,6.7,100.0,52.7,65.0,Average
STU001662,Female,20,62.2,3.8,No,High School,38339.0,6.2,60.0,71.7,52.1,Average
STU005694,Female,18,73.8,5.2,Yes,High School,20354.0,5.8,84.0,84.5,66.4,Average
STU004094,Male,18,75.1,5.8,Yes,High School,63396.0,6.1,100.0,32.8,55.7,Average
STU008380,Male,21,61.0,4.7,Yes,Bachelor Degree,36830.0,8.6,50.0,75.5,61.4,Average
STU001544,Male,20,77.22603224834236,3.0,Yes,Diploma,45963.3443790757,6.7,71.0,57.9,60.1,Average
STU001930,Male,20,84.0,3.3,Yes,High School,44108.0,5.9,89.0,61.2,73.7,Good
STU024827,Male,19,85.4,3.9,Yes,Diploma,35269.0,4.9,73.0,67.1,72.0,Good
STU010565,Female,19,100.0,5.6,Yes,Diploma,37153.0,6.6,95.0,81.9,89.8,Excellent
STU025025,Female,18,83.4,8.0,Yes,Bachelor Degree,106280.0,7.7,78.90809031710079,64.6,84.6,Good
STU029244,Male,19,75.7,5.1,No,High School,56408.0,5.6,67.0,40.5,44.5,Poor
STU016647,Female,20,100.0,4.9,Yes,No Formal Education,26877.0,7.2,100.0,55.7,77.1,Good
STU016683,Male,18,53.6,4.1,Yes,Bachelor Degree,30453.0,7.5,77.0,66.2,71.1,Good
STU011021,Male,20,77.22603224834236,5.1,Yes,No Formal Education,67405.0,7.5,70.0,44.4,52.3,Average
STU001798,Male,20,94.8,5.8,Yes,High School,31640.0,7.3,96.0,64.96579496452914,64.3,Average
STU013994,Male,16,77.6,6.2,Yes,High School,45963.3443790757,8.9,100.0,53.9,70.1,Good
STU012497,Male,18,56.1,5.0,Yes,High School,32039.0,5.2,54.0,56.6,61.2,Average
STU015948,Male,20,60.6,4.3,No,Bachelor Degree,49299.0,8.6,82.0,40.3,44.0,Poor
STU002441,Female,21,75.8,5.0,Yes,Bachelor Degree,31786.0,8.0,89.0,54.6,72.9,Good
STU017090,Female,19,77.22603224834236,6.1,Yes,High School,54396.0,7.9,60.0,73.3,75.8,Good
STU016002,Male,20,57.0,5.6,Yes,High School,38248.0,6.6,84.0,47.5,53.0,Average
STU001863,Female,19,77.22603224834236,7.7,Yes,Primary,35677.0,6.1,78.90809031710079,71.0,67.5,Average
STU021312,Female,21,68.1,5.4,Yes,Master Degree,21881.0,7.7,100.0,66.1,73.5,Good
STU010414,Female,19,99.8,5.038143027580883,No,Bachelor Degree,49878.0,6.5,91.0,60.7,75.6,Good
STU017707,Female,18,85.8,4.8,Unknown,High School,38050.0,7.0,85.0,73.2,77.8,Good
STU029008,Female,21,92.9,1.4,Yes,Bachelor Degree,51086.0,7.0,64.0,42.6,54.4,Average
STU014697,Male,20,77.22603224834236,5.9,Yes,High School,16311.0,6.5,83.0,31.4,60.7,Average
STU019072,Female,21,91.4,4.0,Yes,Bachelor Degree,112524.0,5.8,74.0,70.4,58.9,Average
STU018145,Female,20,77.22603224834236,1.9,Yes,High School,32455.0,8.7,78.90809031710079,61.3,64.0,Average
STU028574,Female,18,49.3,5.4,Yes,High School,82753.0,7.2,77.0,62.0,64.6,Average
STU017362,Male,19,52.2,5.0,Yes,Primary,66013.0,7.4,84.0,82.3,71.2,Good
STU022114,Male,19,61.3,0.5,Yes,High School,37612.0,7.2,66.0,46.6,50.5,Average
STU011535,Male,20,81.9,5.7,Yes,Bachelor Degree,17684.0,8.1,100.0,50.4,61.7,Average
STU014652,Male,18,100.0,3.3,Yes,Diploma,24253.0,7.2,77.0,76.1,75.3,Good
STU021597,Female,22,55.4,8.2,Yes,High School,64273.0,7.7,85.0,45.7,52.2,Average
STU014746,Female,18,70.5,3.3,Yes,Primary,15322.0,6.5,93.0,64.96579496452914,64.3,Average
STU024535,Female,19,54.8,6.9,Yes,Master Degree,36219.0,7.0,78.0,88.2,82.2,Good
STU023726,Male,20,82.8,4.9,Yes,Bachelor Degree,47635.0,5.4,77.0,69.4,64.9,Average
STU029757,Female,18,100.0,5.4,No,Primary,50364.0,5.8,66.0,57.1,72.9,Good
STU000834,Female,20,77.22603224834236,5.2,Yes,Bachelor Degree,35327.0,7.0,100.0,40.5,50.9,Average
STU026899,Female,18,98.0,5.0,Yes,High School,51415.0,6.807314349525405,69.0,66.6,35.0,Poor
STU021401,Female,18,58.0,6.1,No,High School,55841.0,7.1,77.0,53.9,62.5,Average
STU012531,Male,20,93.3,4.0,Yes,Diploma,9123.0,8.1,81.0,54.3,87.2,Excellent
STU023825,Female,19,74.3,5.1,No,No Formal Education,42710.0,7.5,94.0,69.2,62.7,Average
STU020730,Male,21,76.1,3.9,Yes,Primary,48803.0,6.4,78.90809031710079,47.4,54.7,Average
STU024689,Female,19,77.22603224834236,5.0,Yes,Primary,32374.0,7.7,83.0,64.96579496452914,78.0,Good
STU006319,Male,19,70.6,4.4,Yes,Primary,45802.0,8.4,87.0,61.1,73.7,Good
STU027133,Female,21,95.9,2.0,Yes,Bachelor Degree,42182.0,7.2,70.0,50.1,67.1,Average
STU027428,Male,19,71.4,5.9,Yes,Diploma,93570.0,4.8,87.0,65.7,59.1,Average
STU016191,Male,19,100.0,3.6,Yes,High School,62187.0,6.5,78.0,85.4,77.9,Good
STU017049,Male,18,91.7,3.6,Yes,High School,45056.0,6.0,74.0,46.5,69.4,Average
STU014615,Female,19,71.2,5.1,Yes,Diploma,29577.0,8.5,75.0,30.1,61.2,Average
STU011944,Male,18,55.3,5.4,Yes,Primary,429380.0,8.4,67.0,73.3,43.4,Poor
STU007223,Female,15,69.6,1.2,Yes,Bachelor Degree,35139.0,6.9,52.0,100.0,84.4,Good
STU009791,Male,18,98.7,5.5,No,No Formal Education,47070.0,7.6,78.90809031710079,79.8,79.1,Good
STU024454,Male,18,67.4,3.5,Yes,Bachelor Degree,27689.0,5.7,56.0,84.4,55.9,Average
STU021467,Female,19,69.9,4.6,Yes,Bachelor Degree,34087.0,5.2,74.0,93.2,82.5,Good
STU016005,Male,20,97.5,2.9,No,No Formal Education,15544.0,7.7,91.0,70.6,60.9,Average
STU003133,Male,18,79.6,3.4,Yes,Diploma,45478.0,6.9,54.0,89.4,74.5,Good
STU001191,Male,18,60.7,5.038143027580883,Yes,Bachelor Degree,26904.0,5.1,99.0,60.0,54.0,Average
STU025563,Male,19,69.2,4.4,Yes,Bachelor Degree,64196.0,7.4,78.90809031710079,52.3,68.2,Average
STU001692,Female,18,75.7,7.4,Yes,Bachelor Degree,16121.0,7.3,87.0,82.1,74.4,Good
STU016226,Male,20,55.4,5.3,Yes,Master Degree,56939.0,5.6,82.0,71.3,65.9,Average
STU027790,Female,19,63.9,5.2,Yes,Primary,45963.3443790757,7.0,78.0,30.0,64.3,Average
STU010729,Female,19,77.22603224834236,4.8,Yes,Primary,49842.0,4.7,60.0,62.4,73.3,Good
STU000320,Female,21,70.5,5.9,Yes,High School,52236.0,7.3,97.0,89.5,74.1,Good
STU019480,Male,18,81.1,5.8,Yes,High School,28380.0,8.7,78.90809031710079,70.9,68.1,Average
STU027270,Male,21,93.0,2.9,Yes,No Formal Education,61556.0,6.807314349525405,78.0,57.6,80.7,Good
STU012015,Male,20,100.0,6.8,Yes,High School,30482.0,7.6,62.0,53.7,72.6,Good
STU010720,Female,21,73.4,5.3,Yes,Master Degree,42708.0,7.1,78.0,45.4,48.3,Poor
STU026270,Male,21,89.3,3.7,Yes,Primary,14448.0,6.0,97.0,47.1,61.8,Average
STU007805,Male,20,91.6,6.4,Yes,Bachelor Degree,29974.0,6.8,75.0,64.96579496452914,75.3,Good
STU004611,Female,19,97.5,3.3,Yes,Diploma,50511.0,6.9,70.0,53.0,71.3,Good
STU018466,Male,21,84.7,5.9,Yes,Bachelor Degree,40729.0,5.7,87.0,65.3,66.1,Average
STU016675,Female,19,61.3,4.9,No,Primary,31118.0,7.3,84.0,84.0,69.1,Average
STU001657,Male,18,85.0,6.3,Yes,High School,33553.0,5.5,95.0,55.0,68.0,Average
STU019855,Male,21,56.8,7.1,No,Primary,46069.0,7.0,83.0,60.9,70.6,Good
STU006867,Female,20,100.0,4.8,Yes,Master Degree,24963.0,7.9,96.0,69.0,83.3,Good
STU026337,Female,19,88.2,4.6,Yes,Master Degree,30256.0,7.7,73.0,45.9,75.3,Good
STU026993,Female,19,82.9,7.6,No,Bachelor Degree,59324.0,6.4,71.0,65.6,68.3,Average
STU005632,Male,21,100.0,5.5,No,Diploma,32751.0,6.6,90.0,58.6,78.9,Good
STU018728,Male,20,81.3,1.4,Yes,High School,34938.0,8.9,41.0,57.6,64.2,Average
STU021587,Male,19,84.9,4.7,Yes,High School,32699.0,7.9,82.0,49.4,67.7,Average
STU011791,Female,18,92.7,2.2,Yes,High School,87778.0,7.3,78.0,55.9,68.6,Average
STU024294,Male,21,60.2,6.8,Yes,High School,48654.0,6.5,100.0,92.0,78.8,Good
STU003693,Male,19,83.6,5.6,Yes,No Formal Education,27084.0,4.5,78.0,84.4,83.9,Good
STU012882,Female,19,100.0,5.5,Yes,Primary,15915.0,7.0,90.0,78.6,91.8,Excellent
STU024405,Male,18,30.0,1.8,Yes,Bachelor Degree,21052.0,8.2,54.0,30.0,45.9,Poor
STU014223,Female,20,72.4,5.6,No,Bachelor Degree,99615.0,6.8,65.0,55.5,54.5,Average
STU028630,Female,20,82.9,2.3,No,Bachelor Degree,60292.0,5.0,61.0,76.1,71.9,Good
STU015310,Male,19,100.0,5.2,Yes,No Formal Education,84736.0,6.9,83.0,87.5,100.0,Excellent
STU026227,Female,18,100.0,3.3,Yes,Diploma,54917.0,6.3,87.0,99.9,90.4,Excellent
STU013692,Female,19,77.22603224834236,5.9,Yes,Diploma,28352.0,7.9,79.0,78.6,77.1,Good
STU014945,Female,23,62.8,5.8,Yes,High School,135775.0,6.4,82.0,72.5,81.5,Good
STU013038,Female,20,71.5,2.1,Yes,High School,24720.0,8.0,68.0,74.6,83.4,Good
STU009772,Female,19,85.8,6.2,No,Primary,66153.0,8.6,87.0,69.6,75.0,Good
STU007128,Male,18,100.0,9.7,Yes,High School,40899.0,4.7,100.0,64.4,68.9,Average
STU000438,Female,19,61.5,6.0,Yes,Primary,69542.0,7.6,79.0,65.3,64.1,Average
STU027403,Female,19,100.0,5.9,Yes,No Formal Education,45963.3443790757,5.0,94.0,64.4,74.4,Good
STU020219,Female,21,79.7,7.2,Yes,Master Degree,30873.0,5.1,93.0,92.0,82.4,Good
STU020854,Female,17,100.0,3.8,Yes,Bachelor Degree,33984.0,6.3,77.0,62.6,77.8,Good
STU025110,Male,18,83.2,6.0,Yes,High School,28908.0,5.9,81.0,42.7,53.5,Average
STU007207,Female,18,77.1,2.7,Yes,Diploma,73117.0,6.807314349525405,56.0,66.7,58.2,Average
STU021387,Female,20,57.2,4.5,Yes,Primary,13201.0,7.6,60.0,52.4,57.7,Average
STU022684,Male,22,77.7,5.8,Yes,Bachelor Degree,63005.0,7.7,91.0,52.1,69.4,Average
STU010363,Male,19,84.7,5.0,Yes,High School,111615.0,6.2,96.0,32.6,57.0,Average
STU006070,Male,19,75.5,6.1,Yes,Diploma,49618.0,6.1,79.0,64.96579496452914,66.4,Average
STU024947,Male,21,70.0,5.3,Yes,Diploma,24334.0,5.5,88.0,43.7,59.9,Average
STU018299,Female,19,51.8,4.2,Yes,Bachelor Degree,47733.0,7.8,71.0,49.4,60.6,Average
STU018370,Male,21,77.9,7.1,Yes,High School,27453.0,7.9,70.0,64.96579496452914,64.7,Average
STU026469,Male,20,77.22603224834236,6.8,Yes,High School,47357.0,7.7,78.0,60.6,66.4,Average
STU017286,Male,19,96.7,4.5,Yes,High School,39392.0,6.5,76.0,72.5,79.5,Good
STU021184,Male,20,77.22603224834236,6.6,Yes,Ph.D,41652.0,7.8,100.0,88.3,75.0,Good
STU020769,Male,19,77.22603224834236,5.7,No,High School,27770.0,8.0,71.0,68.7,63.4,Average
STU000123,Male,21,75.9,3.6,Yes,Bachelor Degree,49367.0,7.4,63.0,71.3,70.6,Good
STU006526,Female,20,60.6,6.4,Yes,Bachelor Degree,45963.3443790757,8.2,67.0,63.1,67.7,Average
STU011194,Female,18,57.5,3.5,No,Ph.D,29256.0,7.1,53.0,38.9,54.1,Average
STU024771,Female,20,99.9,3.0,Yes,High School,17775.0,7.5,77.0,55.7,61.8,Average
STU005295,Female,20,50.1,5.038143027580883,Yes,Master Degree,73097.0,6.0,61.0,56.9,55.5,Average
STU001066,Female,18,95.4,5.038143027580883,Yes,Primary,26564.0,7.4,79.0,53.2,66.7,Average
STU028976,Female,21,82.2,9.4,Yes,High School,81740.0,6.3,87.0,75.3,67.1,Average
STU010695,Female,18,72.1,7.9,Yes,Primary,49301.0,6.807314349525405,85.0,61.5,74.2,Good
STU011521,Male,19,87.8,4.2,Yes,High School,45963.3443790757,6.7,98.0,59.6,67.9,Average
STU013279,Male,18,100.0,5.6,Yes,Primary,95229.0,5.8,86.0,80.5,86.1,Excellent
STU010497,Male,21,100.0,4.3,Yes,Diploma,34117.0,6.6,92.0,78.3,81.6,Good
STU026906,Female,21,87.9,6.5,Yes,Diploma,56578.0,6.5,100.0,84.3,92.7,Excellent
STU025101,Female,20,96.1,6.0,Yes,High School,44997.0,7.8,98.0,66.8,75.8,Good
STU000811,Male,18,59.3,5.7,Yes,Master Degree,47308.0,7.2,50.0,73.0,69.0,Average
STU004961,Male,21,69.5,5.8,Yes,High School,15657.0,6.9,67.0,68.3,53.4,Average
STU015317,Female,20,97.8,8.3,Yes,High School,44477.0,8.3,100.0,47.5,65.2,Average
STU022701,Male,21,93.8,4.9,Yes,High School,35613.0,6.1,81.0,67.7,38.7,Poor
STU024106,Female,21,74.8,6.4,Yes,Bachelor Degree,17214.0,6.4,78.90809031710079,58.2,63.5,Average
STU011118,Male,20,100.0,5.2,Yes,High School,30003.0,8.3,83.0,92.7,94.8,Excellent
STU012959,Female,18,98.1,3.6,Yes,Bachelor Degree,79408.0,6.6,90.0,65.3,73.8,Good
STU015608,Female,20,77.22603224834236,2.4,Yes,Primary,35462.0,7.9,72.0,88.4,69.7,Average
STU005930,Male,18,77.22603224834236,6.8,Yes,Primary,67574.0,5.6,97.0,38.7,65.7,Average
STU013247,Female,18,86.3,5.3,Yes,Primary,61673.0,5.7,62.0,62.3,58.8,Average
STU019809,Male,17,97.0,5.9,Yes,Diploma,50844.0,5.6,78.90809031710079,58.2,66.8,Average
STU026384,Female,20,71.2,4.1,Yes,High School,38480.0,6.6,67.0,45.8,81.8,Good
STU013241,Male,19,100.0,3.0,Yes,High School,17755.0,7.3,86.0,78.8,69.3,Average
STU020250,Male,20,77.22603224834236,6.4,No,High School,101298.0,6.807314349525405,88.0,80.0,72.1,Good
STU022871,Female,18,77.22603224834236,7.0,Yes,Bachelor Degree,46248.0,7.1,86.0,78.3,79.7,Good
STU026387,Female,18,81.3,2.7,No,Diploma,45963.3443790757,5.3,32.0,41.9,41.1,Poor
STU009977,Female,20,68.9,6.6,Yes,Diploma,40192.0,6.3,83.0,65.9,78.1,Good
STU004250,Female,21,74.8,5.8,Yes,Primary,71782.0,5.8,88.0,41.7,58.7,Average
STU018715,Female,19,72.4,7.3,Yes,Diploma,199211.0,8.3,77.0,72.6,75.9,Good
STU003112,Male,18,42.7,5.6,Yes,High School,118421.0,7.1,89.0,77.9,89.4,Excellent
STU016001,Female,20,82.2,6.2,Yes,High School,29166.0,7.1,65.0,62.7,76.4,Good
STU005304,Male,18,74.9,4.3,Yes,High School,25600.0,6.7,78.0,67.5,73.4,Good
STU020505,Female,20,74.2,3.0,Yes,Primary,36245.0,7.0,45.0,100.0,79.6,Good
STU004276,Male,19,77.7,3.4,Yes,High School,66127.0,8.4,58.0,40.2,58.8,Average
STU028097,Female,18,70.4,5.0,Yes,Ph.D,45963.3443790757,7.0,68.0,54.9,59.6,Average
STU005420,Male,18,76.1,1.1,Yes,High School,51418.0,5.2,81.0,86.1,68.1,Average
STU019501,Female,21,58.2,8.1,No,Diploma,25937.0,7.6,97.0,51.6,70.1,Good
STU009946,Male,18,58.4,3.8,Yes,Diploma,48747.0,7.9,73.0,71.8,72.0,Good
